position_id,symbol,side,entry_price,exit_price,quantity,pnl_pips,pnl_dollars,entry_time,exit_time,holding_minutes,hour,day_of_week,had_stop_loss,had_take_profit
7277816997837936300,USDCAD,sell,1.37619,1.37664,0.5,-0.00045000000000006146,-0.22500000000003073,2025-12-17 01:35:30.887,2025-12-17 02:12:30.811,36.998733333333334,1,2,True,True
7277816997837935016,EURAUD,sell,1.7745,1.77283,0.5,0.0016700000000000603,0.008350000000000302,2025-12-17 00:49:53.425,2025-12-17 01:27:07.746,37.238683333333334,0,2,True,True
7277816997837935530,USDJPY,buy,154.644,154.513,0.4,-0.13100000000000023,-3.406000000000006,2025-12-17 01:10:10.201,2025-12-17 01:10:10.886,0.011416666666666667,1,2,True,True
7277816997837934204,EURGBP,sell,0.87513,0.87554,0.5,-0.00041000000000002146,-0.0020500000000001073,2025-12-17 00:12:52.957,2025-12-17 00:55:31.629,42.644533333333335,0,2,True,True
7277816997837934409,EURJPY,sell,181.899,181.656,0.4,0.242999999999995,0.9719999999999801,2025-12-17 00:21:40.006,2025-12-17 00:21:40.452,0.0074333333333333335,0,2,True,True
7277816997837933902,XAUUSD,buy,2962.09,2945.4599999999996,0.1,-16.630000000000564,-1663.0000000000564,2025-12-16 23:59:14.828,2025-12-16 23:59:15.470,0.0107,23,1,True,True
7277816997837917641,USDCHF,sell,0.79447,0.7944000000000001,0.1,6.999999999990347e-05,0.006999999999990347,2025-12-16 15:26:22.621,2025-12-16 15:30:23.142,4.008683333333333,15,1,False,False
7277816997837915396,SP500,buy,25080.79,25058.99,0.15,-21.799999999999272,-163.49999999999454,2025-12-16 15:04:11.945,2025-12-16 15:15:05.253,10.888466666666666,15,1,False,False
7277816997837914999,SP500,buy,25122.29,25062.34,0.15,-59.95000000000073,-449.6250000000054,2025-12-16 15:00:40.346,2025-12-16 15:14:32.607,13.871016666666666,15,1,False,False
7277816997837915859,USDCHF,sell,0.79336,0.7941349999999999,0.2,-0.0007749999999999702,-0.15499999999999403,2025-12-16 15:08:36.708,2025-12-16 15:14:30.567,5.89765,15,1,False,False
7277816997837916089,USDCHF,sell,0.79376,0.79418,0.2,-0.00041999999999997595,-0.08399999999999519,2025-12-16 15:11:04.108,2025-12-16 15:14:24.584,3.341266666666667,15,1,False,False
7277816997837915501,USDCHF,sell,0.79323,0.79374,0.3,-0.0005100000000000104,-0.15300000000000313,2025-12-16 15:05:10.316,2025-12-16 15:10:47.002,5.611433333333333,15,1,False,False
7277816997837914971,SP500,buy,25118.53,25053.97,0.15,-64.55999999999767,-484.19999999998254,2025-12-16 15:00:29.084,2025-12-16 15:03:59.425,3.5056833333333333,15,1,False,False
7277816997837915008,SP500,buy,25115.53,25073.46,0.15,-42.06999999999971,-315.5249999999978,2025-12-16 15:00:44.201,2025-12-16 15:03:11.106,2.4484166666666667,15,1,False,False
7277816997837914337,NQ100,sell,2535.96,2536.18,2.0,-0.2199999999997999,-8.799999999991996,2025-12-16 14:53:47.753,2025-12-16 14:55:00.085,1.2055333333333331,14,1,False,False
7277816997837912108,EURUSD,buy,1.17859,1.17908,0.2,0.0004899999999998794,0.09799999999997588,2025-12-16 14:34:42.671,2025-12-16 14:48:28.823,13.769200000000001,14,1,False,False
7277816997837912188,USDCHF,sell,0.7941,0.7938000000000001,0.2,0.00029999999999996696,0.05999999999999339,2025-12-16 14:35:18.397,2025-12-16 14:48:28.823,13.173766666666667,14,1,False,False
7277816997837912329,3464,buy,0.93598,0.9359000000000001,0.2,-7.999999999996898e-05,-0.000159999999999938,2025-12-16 14:36:42.814,2025-12-16 14:48:28.822,11.7668,14,1,False,False
7277816997837912505,USDCHF,sell,0.79417,0.79379,0.3,0.00038000000000004697,0.11400000000001409,2025-12-16 14:38:01.229,2025-12-16 14:48:28.816,10.459783333333332,14,1,False,False
7277816997837910226,USDCHF,sell,0.79479,0.7941700000000002,0.2,0.0006199999999998429,0.12399999999996858,2025-12-16 14:10:43.371,2025-12-16 14:33:48.531,23.086000000000002,14,1,False,False
7277816997837910446,AUDUSD,buy,0.66449,0.66507,0.2,0.0005800000000000249,0.11600000000000499,2025-12-16 14:15:35.064,2025-12-16 14:33:40.264,18.086666666666666,14,1,False,False
7277816997837910573,EURUSD,buy,1.1775,1.17856,0.2,0.001060000000000061,0.21200000000001218,2025-12-16 14:17:03.474,2025-12-16 14:33:36.110,16.54393333333333,14,1,False,False
7277816997837894461,US100,sell,6786.55,6807.562,1.0,-21.011999999999716,-420.2399999999943,2025-12-16 02:15:43.342,2025-12-16 14:03:48.506,708.0860666666666,2,1,False,False
7277816997837894895,USDCHF,sell,0.79563,0.79472,0.15,0.0009099999999999664,0.13649999999999496,2025-12-16 02:33:59.647,2025-12-16 14:03:48.505,689.8143,2,1,False,False
7277816997837896377,XAUUSD,sell,2929.19,2900.89,0.5,28.300000000000182,14150.000000000091,2025-12-16 03:18:10.033,2025-12-16 14:03:48.505,645.6412,3,1,False,False
7277816997837896383,XAUUSD,sell,2929.28,2900.83,0.1,28.450000000000273,2845.0000000000277,2025-12-16 03:18:22.329,2025-12-16 14:03:48.505,645.4362666666667,3,1,False,False
